Societe;Agence;Nom de la station;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat;Code-Station
TNRP;محطة نقل ريفي مدنين الجنوبية;محطة نقل ريفي عمرة و السمار و حسي عمر الواد;بلدية مدنين;10.494415;33.347167;E:\portail open data transport\référentiel des arrets\PHOTOS\747/mdc_photo_mdc_b90172_1601627879755_1603Autre0022289.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\747/mdc_photo_mdc_b6a046_1601627901283_1603Autre0022289.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\747/mdc_photo_mdc_1670b5_1601627919117_1603Autre0022290.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\747/mdc_photo_mdc_30f5a7_1601627980503_1603Autre0022290.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\747/mdc_photo_mdc_ad3e03_1601627995080_1603Autre0022290.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\747/mdc_photo_mdc_bbbaa1_1601628005623_1603Autre0022290.jpg;Station_TNRP;Batiment;no;yes;yes;no;TNRP_Rural;بلدية مدنين;Medenine Sud;Medenine;5252ST000
SNTRI;;Mednine;Station-sntri;10.4694004058838;33.361198425293;;Autre;autre;no;no;no;no;;;Medenine Sud;Medenine;5252AA000
TNRP;محطة سيارات الاجرة لواج مدنين;محطة سيارات الاجرة لواج خطوط داخلية;لزهر الجراي;10.490836;33.346589;E:\portail open data transport\référentiel des arrets\PHOTOS\748/mdc_photo_mdc_b33979_1601628790764_1603Autre0023768.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\748/mdc_photo_mdc_5e1f7e_1601628800828_1603Autre0023769.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\748/mdc_photo_mdc_d21477_1601628813720_1603Autre0023769.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\748/mdc_photo_mdc_76313d_1601628830909_1603Autre0023769.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\748/mdc_photo_mdc_874046_1601628881314_1603Autre0023769.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\748/mdc_photo_mdc_28dc31_1601629321398_1603Autre0023769.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\748/mdc_photo_mdc_9a37a4_1601629382033_1603Autre0023769.jpg;Station_TNRP;Batiment;no;yes;yes;yes;TNRP_Louage;بلدية مدنين;Medenine Nord;Medenine;5251ST005
TNRP;محطة سيارات اجرة لواج خطوط خارجية مدنين;محطة سيارات اجرة لواج خطوط خارجية طريق قابس;الوكالة الفنية للنقل البري;10.468758;33.360935;E:\portail open data transport\référentiel des arrets\PHOTOS\753/mdc_photo_mdc_aea24e_1601638651249_1603Autre0030587.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\753/mdc_photo_mdc_f7fd57_1601638671933_1603Autre0030587.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\753/mdc_photo_mdc_3c04ce_1601638678999_1603Autre0030587.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\753/mdc_photo_mdc_40fcf7_1601638694662_1603Autre0030587.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\753/mdc_photo_mdc_55fc78_1601638742863_1603Autre0030587.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\753/mdc_photo_mdc_7d356d_1601638752319_1603Autre0030587.jpg;Station_TNRP;Batiment;no;yes;yes;yes;TNRP_Louage;بلدية مدنين;Medenine Nord;Medenine;5251ST004
TNRP;محطة سيارات اجرة لواج مدنين تطاوين;محطة سيارات اجرة لواج خطوط خارجية;نور الدين الكمالي;10.487209;33.343112;E:\portail open data transport\référentiel des arrets\PHOTOS\749/mdc_photo_mdc_26f61c_1601630315876_1603Autre0025058.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\749/mdc_photo_mdc_cae8e7_1601630325783_1603Autre0025058.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\749/mdc_photo_mdc_f5e47f_1601630380690_1603Autre0025058.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\749/mdc_photo_mdc_770bff_1601630421788_1603Autre0025058.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\749/mdc_photo_mdc_325dd1_1601630430497_1603Autre0025058.jpg;Station_TNRP;Batiment;no;yes;yes;yes;TNRP_Louage;بلدية مدنين الشمالية;Medenine Nord;Medenine;5251ST003
TNRP;محطة نقل ريفي مدنين الشمالية;محطة نقل ريفي طريق قابس أم التمر كوتين;ورثة بالكريعات;10.48679;33.349715;E:\portail open data transport\référentiel des arrets\PHOTOS\752/mdc_photo_mdc_f9845a_1601637645196_1603Autre0029379.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\752/mdc_photo_mdc_d859e5_1601637662595_1603Autre0029379.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\752/mdc_photo_mdc_7735df_1601637684772_1603Autre0029379.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\752/mdc_photo_mdc_69c02d_1601637703560_1603Autre0029379.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\752/mdc_photo_mdc_e11b33_1601637721160_1603Autre0029379.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\752/mdc_photo_mdc_b81ca6_1601637737579_1603Autre0029379.jpg;Station_TNRP;Batiment;no;no;yes;no;TNRP_Rural;بلدية مدنين;Medenine Nord;Medenine;5251ST002
TNRP;محطة نقل ريفي بني خداش;محطة نقل ريفي طريق خداش;علي عون;10.486704;33.348393;E:\portail open data transport\référentiel des arrets\PHOTOS\750/mdc_photo_mdc_666374_1601636161555_1603Autre0026318.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\750/mdc_photo_mdc_0bd539_1601636169614_1603Autre0026318.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\750/mdc_photo_mdc_a8dea3_1601636194208_1603Autre0026318.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\750/mdc_photo_mdc_6795e0_1601636209698_1603Autre0026318.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\750/mdc_photo_mdc_379e60_1601636242579_1603Autre0026318.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\750/mdc_photo_mdc_effb13_1601636254369_1603Autre0026318.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\750/mdc_photo_mdc_864604_1601636261150_1603Autre0026318.jpg;Station_TNRP;Batiment;no;no;yes;no;TNRP_Rural;بلدية مدنين;Medenine Nord;Medenine;5251ST001
TNRP;محطة سيدي مخلوف;محطة نقل ريفي سيدي مخلوف مدنين الشمالية;ورثة رمادة;10.492651;33.3511;E:\portail open data transport\référentiel des arrets\PHOTOS\751/mdc_photo_mdc_8716ac_1601637012535_1603Autre0027519.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\751/mdc_photo_mdc_d31258_1601637031511_1603Autre0027519.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\751/mdc_photo_mdc_b41Autre8_1601637041423_1603Autre0027519.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\751/mdc_photo_mdc_583962_1601637052563_1603Autre0027520.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\751/mdc_photo_mdc_2fd23d_1601637066985_1603Autre0027520.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\751/mdc_photo_mdc_a9099e_1601637076634_1603Autre0027520.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\751/mdc_photo_mdc_691fe8_1601637090082_1603Autre0027520.jpg;Station_TNRP;Batiment;no;no;yes;yes;TNRP_Rural;بلدية مدنين;Medenine Nord;Medenine;5251ST000
SNTRI;;Mareth;Station-sntri;10.28576;33.617893333333;media\1584684495625.jpg;Station_Bus;autre;no;no;no;no;;;Mareth ;Gabes;5160SB000
SNTRI;;Matmata;;9.9675466666667;33.545401666667;media\1584451510254.jpg;Station_Bus;autre;no;no;no;no;;;Matmata;Gabes;5158SB000
SNTRI;;El hamma;Station-sntri;9.79965;33.889583333333;media\1584690590230.jpg;Station_Bus;autre;no;no;no;no;;;Hamma;Gabes;5157SB000
SNCFT;UAGL;Mg N4;Société Nationale des Chemins de Fer Tunisiens;9.84561165;34.01121828;;Pleine ligne;;;;;;;;Hamma;Gabes;5157PL000
SNCFT;UAGL;Segui;Société Nationale des Chemins de Fer Tunisiens;9.40562877;34.17423301;;Marchandise ;;;;;;;;Menzel Habib;Gabes;5156MR001
SNCFT;UAGL;El Fejij;Société Nationale des Chemins de Fer Tunisiens;9.73624944;34.06585616;;Marchandise ;;;;;;;;Menzel Habib;Gabes;5156MR000
SNTRI;;Ouedref;Station-sntri;9.9750833333333;33.982371666667;media\1584688634957.jpg;Station_Bus;autre;no;no;no;no;;;Metouia;Gabes;5155SB001
SNTRI;;Metouia;Station-sntri;9.9961583333333;33.960636666667;media\1584688365891.jpg;Station_Bus;autre;no;no;no;no;;;Metouia;Gabes;5155SB000
SNCFT;UAGL;Aouinet;Société Nationale des Chemins de Fer Tunisiens;10.0037656;33.98532631;;Marchandise et UAGL;;;;;;;;Metouia;Gabes;5155MU000
SNTRI;;Akarit;Station-sntri;9.98313045501708;34.106201171875;;Autre;autre;no;no;no;no;;;Metouia;Gabes;5155AA000
SNCFT;UAGL;Ghannouch;Société Nationale des Chemins de Fer Tunisiens;10.07692438;33.92158585;;Marchandise ;;;;;;;;Ghannouch;Gabes;5154MR000
SNCFT;UAGL;Gabes;Société Nationale des Chemins de Fer Tunisiens;10.09919458;33.88422466;;Marchandise et UAGL;;yes;yes;yes;yes;;;Gabes Ouest;Gabes;5152MU000
SNTRI;;Gabes;Station-sntri;10.08634;33.882025;media\1584686589678.jpg;Gare_Routière;autre;yes;yes;yes;yes;;;Gabes Ouest;Gabes;5152GR000
SNCFT;UAGL;Gafsa;Société Nationale des Chemins de Fer Tunisiens;8.80389733;34.39470914;;Marchandise et UAGL;;yes;yes;yes;yes;;;Gabes Medina;Gabes;5151MU000
SRT Kef;;O. HAFFOUZ;Srtkef;9.8666548;35.0814228;media\1583743581444.jpg;Arret_Bus;autre;yes;no;no;no;;O. HAFFOUZ;Ouled Haffouz;Sidi Bou Zid;4362AB009
SRT Kef;;KM 105;Srtkef;9.7784498;35.0723625;media\1583742973507.jpg;Arret_Bus;autre;no;no;no;no;;O. Haffouz;Ouled Haffouz;Sidi Bou Zid;4362AB008
SRT Kef;;KM 87;Srtkef;9.9444294;35.0903047;media\1583744145007.jpg;Arret_Bus;abribus;no;yes;no;no;;O haffouz;Ouled Haffouz;Sidi Bou Zid;4362AB007
SRT Kef;;KM 80;Srtkef;9.9812275;35.0578723;media\1583744552210.jpg;Arret_Bus;autre;no;no;no;no;;O haffouz;Ouled Haffouz;Sidi Bou Zid;4362AB006
SNTRI;;Km102;Station-sntri;9.7770033333333;35.0724;media\1584353469679.jpg;Arret_Bus;poteau;no;no;no;no;;;Ouled Haffouz;Sidi Bou Zid;4362AB005
SNTRI;;Haffouze;Station-sntri;9.867915;35.081641666667;media\1584352928706.jpg;Arret_Bus;abribus;no;no;no;no;;;Ouled Haffouz;Sidi Bou Zid;4362AB004
SRT Jendouba;;El Hnia;SRT Kasserine;9.7319381401;35.0710932431;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0ff38399-720e-4e34-bb6e-28198ddcd9a6%5D%2Fimages_station%3Aimage1;Arret_Bus;abribus;yes;no;no;no;;Sidi Bouzid;Ouled Haffouz;Sidi Bou Zid;4362AB003
SRT Jendouba;;A Haffouz;SRT Kasserine;9.8682177634;35.0816351797;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A27e85c2c-5e7d-45bf-aad4-794376506cae%5D%2Fimages_station%3Aimage1;Arret_Bus;autre;no;no;no;no;;A Haffouz;Ouled Haffouz;Sidi Bou Zid;4362AB002
SRT Jendouba;;Edhwibet;SRT Kasserine;9.9444304632;35.0903511485;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A87cc65b2-adf0-4f92-8122-87038a71a4a1%5D%2Fimages_station%3Aimage1;Arret_Bus;abribus;no;no;no;no;;Kairaouen;Ouled Haffouz;Sidi Bou Zid;4362AB001
SRT Jendouba;;Ranzez;SRT Kairaouen;9.9815522066;35.0574237178;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A331fbc88-fe85-480f-b613-4f4e4b79e88b%5D%2Fimages_station%3Aimage1;Arret_Bus;autre;no;no;no;no;;Kairaouen;Ouled Haffouz;Sidi Bou Zid;4362AB000
SNCFT;UAGL;El Kerma;Société Nationale des Chemins de Fer Tunisiens;9.74876577;34.63121053;;Pleine ligne;;;;;;;;Mazzouna;Sidi Bou Zid;4360PL000
SNCFT;UAGL;Founi;Société Nationale des Chemins de Fer Tunisiens;10.04313763;34.51622276;;Marchandise et UAGL;;yes;yes;yes;yes;;;Mazzouna;Sidi Bou Zid;4360MU001
SNCFT;UAGL;Mezzouna;Société Nationale des Chemins de Fer Tunisiens;9.84183355;34.57396917;;Marchandise et UAGL;;yes;yes;yes;yes;;;Mazzouna;Sidi Bou Zid;4360MU000
SNCFT;UAGL;Maknassy;Société Nationale des Chemins de Fer Tunisiens;9.60643853;34.60669309;;Marchandise et UAGL;;yes;yes;yes;yes;;;Meknassi;Sidi Bou Zid;4358MU000
SNCFT;UAGL;Menzel Bouzaiane;Société Nationale des Chemins de Fer Tunisiens;9.45800047;34.57594818;;Marchandise et UAGL;;yes;yes;yes;yes;;;Menzel Bouzaiane;Sidi Bou Zid;4357MU000
SNTRI;;Ben oun;;9.144825;34.853481666667;media\1584357261769.jpg;Arret_Bus;poteau;no;no;no;no;;;Sidi Ali Ben Aoun;Sidi Bou Zid;4356AB000
SNTRI;;Bir el haffey;Station-sntri;9.196365;34.932321666667;media\1584356321342.jpg;Arret_Bus;abri_bati;no;no;no;no;;;Bir El Hfay;Sidi Bou Zid;4355AB000
SRT Kef;;Sabbala;Srtkef;9.278793;35.1780068;media\1583739833677.jpg;Arret_Bus;autre;yes;yes;no;no;;Sabbala;Sabalat Ouled Asker;Sidi Bou Zid;4354AB001
SRT Jendouba;;Essabala;SRT Kasserine;9.2842758496;35.1758900854;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A124afd25-9c68-40e1-82b8-f122dcc8a094%5D%2Fimages_station%3Aimage1;Arret_Bus;autre;no;no;no;no;;Sbitla;Sabalat Ouled Asker;Sidi Bou Zid;4354AB000
SRT Jendouba;;Echaraa;SRT Kasserine;9.3269032319;35.1596432195;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa9254de8-72e5-40a3-922e-ef60844ce889%5D%2Fimages_station%3Aimage1;Autre;autre;no;no;no;no;;Sidi Bouzid;Sabalat Ouled Asker;Sidi Bou Zid;4354AA001
SNCFT;UAGL;Zerzour;Société Nationale des Chemins de Fer Tunisiens;9.3036993;35.24909178;;Autre;;;;;;;;Sabalat Ouled Asker;Sidi Bou Zid;4354AA000
SNCFT;UAGL;Jilma;Société Nationale des Chemins de Fer Tunisiens;9.42176497;35.27414411;;Marchandise ;;;;;;;;Jelma;Sidi Bou Zid;4353MR000
SNTRI;;Jelma;Station-sntri;9.41886;35.27187;media\1583757302504.jpg;Arret_Bus;poteau_provisoire;no;no;no;no;;Sidi bouzid;Jelma;Sidi Bou Zid;4353AB001
SNTRI;;Chastel;Station-sntri;9.4545633333333;35.361948333333;media\1583756543617.jpg;Arret_Bus;poteau_provisoire;no;no;no;no;;Chastel;Jelma;Sidi Bou Zid;4353AB000
SNTRI;;Sidi bouzid;Station-sntri;9.4974216666667;35.043951666667;media\1583834605461.jpg;Gare_Routière;abri_bati;yes;no;yes;yes;;Sidi bouzid;Sidi Bouzid Est;Sidi Bou Zid;4352GR000
SRT Kef;;Lassouda;Srtkef;9.5352874;35.0998011;media\1583741526049.jpg;Arret_Bus;autre;no;yes;no;no;;Lassouda;Sidi Bouzid Est;Sidi Bou Zid;4352AB005
SRT Kef;;Faidh;Srtkef;9.652282;35.0570406;media\1583742246257.jpg;Arret_Bus;autre;no;yes;no;no;;Faedh;Sidi Bouzid Est;Sidi Bou Zid;4352AB004
SNTRI;;Lassouda;Station-Sntri;9.5346383333333;35.099975;media\1583834196692.jpg;Arret_Bus;poteau_provisoire;no;no;no;no;;Sidi bouzid;Sidi Bouzid Est;Sidi Bou Zid;4352AB003
SNTRI;;Elfaiedh;Station-sntri;9.65341;35.057011666667;media\1583835628661.jpg;Arret_Bus;poteau_provisoire;no;no;no;no;;Sidi bouzid;Sidi Bouzid Est;Sidi Bou Zid;4352AB002
SRT Jendouba;;Laswda;SRT Kasserine;9.5352650801;35.0997818441;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add742856-b041-4e87-9245-2a7015e9183d%5D%2Fimages_station%3Aimage1;Arret_Bus;autre;no;no;no;no;;Sidi Bouzid;Sidi Bouzid Est;Sidi Bou Zid;4352AB001
SRT Jendouba;;El Fayedh;SRT Kasserine;9.6514607495;35.0573096850;http://vps524778.ovh.net:8080/ODKAggregate/view/binaryData?blobKey=SRTJendoubaStops_1528795105%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aba359d4d-2142-49eb-b742-e8b4a5b2c2b2%5D%2Fimages_station%3Aimage1;Arret_Bus;autre;no;no;no;no;;Sidi Bouzid;Sidi Bouzid Est;Sidi Bou Zid;4352AB000
SRT Kef;;Mouamer;Srtkef;9.3839915;35.1398302;media\1583740749223.jpg;Arret_Bus;autre;no;yes;no;no;;Sidi bouzid;Sidi Bouzid Ouest;Sidi Bou Zid;4351AB004
SRT Kef;;E. Jelma;Srtkef;9.3637358;35.146818;media\1583740533759.jpg;Arret_Bus;autre;yes;yes;no;no;;Jelma;Sidi Bouzid Ouest;Sidi Bou Zid;4351AB003
SNTRI;;Emb.sbeitla;Station-sntri;9.3620516666667;35.14755;media\1583757979266.jpg;Arret_Bus;poteau;no;no;no;no;;Sbeitla;Sidi Bouzid Ouest;Sidi Bou Zid;4351AB002
TNRP;Majel belabbes;Station louage / rural Mejel belabbes;Municipalité Majel belabbes;8.523649857332;34.753219832969;E:\portail open data transport\référentiel des arrets\PHOTOS\769/mdc_photo_mdc_059fc6_received_5Station_TNRP54Station_TNRP79021Station_TNRP5635_160310675Station_TNRP712.jpeg. E:\portail open data transport\référentiel des arrets\PHOTOS\769/mdc_photo_mdc_bc0609_received_6Station_TNRP54220Station_TNRPStation_TNRP76990Station_TNRP_160310675Station_TNRP712.jpeg;Station_TNRP;Abri;no;yes;no;no;TNRP_Louage. TNRP_Rural;Mejel belabbes;Majel Belabbes;Kasserine;4263ST001
SNCFT;UAGL;Majel Bel Abbes;Société Nationale des Chemins de Fer Tunisiens;8.51951948;34.75008642;;Pleine ligne;;;;;;;;Majel Belabbes;Kasserine;4263PL000
TNRP;Gare thelebt ;Gare louage/rulal;Municipalité thelebt;8.593529462814;34.977526340603;E:\portail open data transport\référentiel des arrets\PHOTOS\756/mdc_photo_mdc_245bac_received_413163746345133_160310321Station_TNRP5Station_TNRP2.jpeg. E:\portail open data transport\référentiel des arrets\PHOTOS\756/mdc_photo_mdc_2Station_TNRP0d70_received_37005146Station_TNRP6626755_160310321Station_TNRP5Station_TNRP3.jpeg;Station_TNRP;Abri;no;yes;no;no;TNRP_Louage. TNRP_Rural;Thelebt;Feriana;Kasserine;4262ST000
SNCFT;UAGL;Thelepte;Société Nationale des Chemins de Fer Tunisiens;8.59622148;34.97653881;;Marchandise ;;;;;;;;Feriana;kasserine;4262MR001
SNCFT;UAGL;Feriana;Société Nationale des Chemins de Fer Tunisiens;8.56814854;34.94917959;;Marchandise ;;;;;;;;Feriana;kasserine;4262MR000
TNRP;Gare Routiere Rural;Gare Rural;Rural;8.568195000458;34.947124842622;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_db6181_received_589027231779416_1598610680441.jpeg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_b38bbc_received_226900428659422_1598610680441.jpeg;Gare_Routière;Autre;no;yes;no;no;TNRP_Rural;Feriena ville;Feriana;Kasserine;4262GR000
TNRP;Foussena;Station louage/rural foussena;Municipalité foussena;8.627847650714;35.3515016;E:\portail open data transport\référentiel des arrets\PHOTOS\770/mdc_photo_mdc_e3a6c9_received_720053911915471_1603107103351.jpeg. E:\portail open data transport\référentiel des arrets\PHOTOS\770/mdc_photo_mdc_f12a42_received_34442Station_TNRP656664059_1603107103352.jpeg;Station_TNRP;Abri;no;yes;no;no;TNRP_Louage. TNRP_Rural;Foussena;Foussana;Kasserine;4261ST000
SNCFT;UAGL;Foussana;Société Nationale des Chemins de Fer Tunisiens;8.62501112;35.3492711;;Marchandise ;;;;;;;;Foussana;kasserine;4261MR000
SNTRI;;Foussana;;8.6266566667;35.3481500000;;Arret_Bus;;;;;;;;Foussana;kasserine;4261AB000
TNRP;Haidra;Haidra rural/louage;Municiaplité haidra;8.448675670243;35.565055865298;E:\portail open data transport\référentiel des arrets\PHOTOS\766/mdc_photo_mdc_33dfStation_TNRP9_received_239071126455Station_TNRP479_1603105537129.jpeg;Station_TNRP;Abri;no;no;no;no;TNRP_Louage. TNRP_Rural;HAIDRA;Hidra;Kasserine;4260ST000
SNCFT;UAGL;Haidra;Société Nationale des Chemins de Fer Tunisiens;8.44823772;35.56602116;;Marchandise ;;;;;;;;Hidra;Kasserine;4260MR000
TNRP;Arret louage thala;Thala louage;Municipalité thala;8.670514481018;35.575161643602;E:\portail open data transport\référentiel des arrets\PHOTOS\759/mdc_photo_mdc_bae250_received_673724166Station_TNRPStation_TNRP9070_1603103Station_TNRPStation_TNRP5Station_TNRP44.jpeg;Station_TNRP;Abri;no;yes;no;no;TNRP_Louage;Thala;Thala;Kasserine;4259ST000
